citing,papers_omid_for_citing,cited,papers_omid_for_cited
br/061103549955,,br/061303134442,br/061303134442
br/06601922532,,br/06903290971,br/06903290971
br/06601922531,,br/06103811324,br/06103811324
br/06101939479,,br/062302941760,br/062302941760
br/06101939457,,br/06202880303,br/06202880303
br/06101939457,,br/06903290472,br/06903290472
br/06101939695,,br/06202110038,br/06202110038
br/06101939396,,br/06902522181,br/06902522181
br/06101939396,,br/06902915949,br/06902915949
br/06101939396,,br/061702498695,br/061702498695
br/06101939396,,br/061702498421,br/061702498421
br/06101940119,,br/06603312064,br/06603312064
br/06101940119,,br/062202938361,br/062202938361
br/06101940119,,br/061703367165,br/061703367165
br/06101940117,,br/06101953427,br/06101953427
br/06101940117,,br/061403129111,br/061403129111
br/06101939751,,br/06603794877,br/06603794877
br/06101940005,,br/06802910392,br/06802910392
br/06101939814,,br/06802910392,br/06802910392
br/06601922584,,br/06802910392,br/06802910392
br/06101939506,,br/061203265122,br/061203265122
br/06101939506,,br/062503138648,br/062503138648
br/06101939506,,br/06902521804,br/06902521804
br/06101939506,,br/06202880222,br/06202880222
br/06101940312,,br/061502990120,br/061502990120
br/06101940312,,br/061203265191,br/061203265191
br/06101940312,,br/06803303369,br/06803303369
br/06101940312,,br/06402051935,br/06402051935
br/06101940312,,br/062503170724,br/062503170724
br/06601922769,,br/06802910329,br/06802910329
br/06101939791,,br/061502990234,br/061502990234
br/06101940035,,br/062303370899,br/062303370899
br/061102492730,,br/06101953176,br/06101953176
br/062602502277,,br/0630184407,br/0630184407
br/061502483340,,br/062102462320,br/062102462320
br/061502483293,,br/0630183833,br/0630183833
br/062602501418,,br/062503231031,br/062503231031
br/061502483105,,br/06603312049,br/06603312049
br/061502483105,,br/06101953936,br/06101953936
br/061502483105,,br/06101953118,br/06101953118
br/061502483105,,br/06902916041,br/06902916041
br/061502482955,,br/0620182937,br/0620182937
br/062602501993,,br/061202495047,br/061202495047
br/062602502004,,br/06101953176,br/06101953176
br/06190663314,,br/06103646340,br/06103646340
br/06190663314,,br/062503170542,br/062503170542
br/061403280975,,br/06603311884,br/06603311884
br/06503093714,,br/06902522031,br/06902522031
br/06503093714,,br/061303135339,br/061303135339
br/06503093714,,br/061403129514,br/061403129514
br/06902498115,,br/061502990519,br/061502990519
br/062502467580,,br/061503348306,br/061503348306
br/062502467580,,br/062503231686,br/062503231686
br/06902497865,,br/061702498420,br/061702498420
br/06902497865,,br/06202880198,br/06202880198
br/06902497865,,br/062102462181,br/062102462181
br/061302467366,,br/06101953618,br/06101953618
br/06301639120,,br/061403129036,br/061403129036
br/061102482720,,br/062503170454,br/062503170454
br/062103085292,,br/06802909997,br/06802909997
br/062602492293,,br/0650184620,br/0650184620
br/06190743552,,br/06203799087,br/06203799087
br/06190743552,,br/06201938662,br/06201938662
br/06190743552,,br/06603311824,br/06603311824
br/06190743552,,br/06902915736,br/06902915736
br/061703445281,,br/06803303366,br/06803303366
br/061703445281,,br/061202495050,br/061202495050
br/0625098820,,br/062503138593,br/062503138593
br/0660193329,,br/062202938290,br/062202938290
br/0660193329,,br/062503170822,br/062503170822
br/06402528690,,br/062503170886,br/062503170886
br/06402528690,,br/06603311934,br/06603311934
br/06402528690,,br/06902916022,br/06902916022
br/06402528690,,br/06103646240,br/06103646240
br/061301017853,,br/06603794987,br/06603794987
br/06402841748,,br/06902521788,br/06902521788
br/06402528686,,br/06902522332,br/06902522332
br/06402528686,,br/06201938843,br/06201938843
br/06402528686,,br/061302296876,br/061302296876
br/06402528686,,br/06903290389,br/06903290389
br/06402528688,,br/06803303013,br/06803303013
br/06210824359,,br/0630184164,br/0630184164
br/0620408862,,br/062503170574,br/062503170574
br/062303547713,,br/06903290457,br/06903290457
br/062103548277,,br/06202880908,br/06202880908
br/062103548279,,br/061702498577,br/061702498577
br/062103548279,,br/06202880661,br/06202880661
br/062103548279,,br/06903290436,br/06903290436
br/062103548279,,br/061502990328,br/061502990328
br/062103548477,,br/061403129527,br/061403129527
br/062103548491,,br/06201938556,br/06201938556
br/062103548491,,br/061303135266,br/061303135266
br/062103548491,,br/061303331287,br/061303331287
br/062103548484,,br/06303564361,br/06303564361
br/062103548120,,br/06202880890,br/06202880890
br/06703923586,,br/06201938574,br/06201938574
br/061203523001,,br/061502990362,br/061502990362
br/061403467410,,br/06802909846,br/06802909846
br/061803480702,,br/062503138843,br/062503138843
br/06403962909,,br/06201938780,br/06201938780
br/061903571529,,br/062202938212,br/062202938212
br/061903571529,,br/06303564723,br/06303564723
br/061903571529,,br/06802910325,br/06802910325
br/06503912456,,br/06902522116,br/06902522116
br/061803561526,,br/062503170452,br/062503170452
br/06803942262,,br/06103646257,br/06103646257
br/06303947890,,br/062202938297,br/062202938297
br/06503912474,,br/062503231602,br/062503231602
br/061803561458,,br/062503231602,br/062503231602
br/06503912444,,br/062503138629,br/062503138629
br/061703574268,,br/061403129545,br/061403129545
br/061703574268,,br/062202937648,br/062202937648
br/061703574257,,br/062503139004,br/062503139004
br/061703574375,,br/062102462409,br/062102462409
br/061703574375,,br/06103645685,br/06103645685
br/061703574375,,br/061403326762,br/061403326762
br/06903556663,,br/0630183803,br/0630183803
br/06903556663,,br/0630183583,br/0630183583
br/06903556663,,br/061302885180,br/061302885180
br/06903556663,,br/062302362687,br/062302362687
br/061703574147,,br/06803303341,br/06803303341
br/06103954282,,br/062403172538,br/062403172538
br/061703574091,,br/062503138673,br/062503138673
br/061703574102,,br/062503139275,br/062503139275
br/06903563048,,br/06603794991,br/06603794991
br/061703573928,,br/06303564441,br/06303564441
br/061703573928,,br/0620182896,br/0620182896
br/061703573928,,br/0630184121,br/0630184121
br/061703573928,,br/0630184413,br/0630184413
br/061703573928,,br/0630183572,br/0630183572
br/061703573928,,br/062102462131,br/062102462131
br/061703574009,,br/06303564130,br/06303564130
br/061703555181,,br/061503348305,br/061503348305
br/061503512430,,br/06802909993,br/06802909993
br/061503512430,,br/062503170755,br/062503170755
br/061503512430,,br/061403128940,br/061403128940
br/0620338272,,br/061502990515,br/061502990515
br/06503093753,,br/061403372166,br/061403372166
br/06503093752,,br/062202937670,br/062202937670
br/06503093752,,br/061502990145,br/061502990145
br/062502205162,,br/06801939067,br/06801939067
br/06801272557,,br/06603311934,br/06603311934
br/06160225442,,br/0650185149,br/0650185149
br/06180547269,,br/062503170268,br/062503170268
br/06180547269,,br/06202880587,br/06202880587
br/06180547269,,br/061503151338,br/061503151338
br/062401153503,,br/06903290477,br/06903290477
br/061301026704,,br/061403326038,br/061403326038
br/061301026704,,br/061203264676,br/061203264676
br/061301026704,,br/06903290471,br/06903290471
br/061301026704,,br/061203264925,br/061203264925
br/061301026704,,br/06903290438,br/06903290438
br/061301026704,,br/061303331618,br/061303331618
br/061301026704,,br/061303331422,br/061303331422
br/061301026704,,br/061403340444,br/061403340444
br/06101858346,,br/061502990515,br/061502990515
br/0620182313,,br/0630184339,br/0630184339
br/062403523793,,br/06101953696,br/06101953696
br/062501848603,,br/062302941692,br/062302941692
br/061403424515,,br/062503170265,br/062503170265
br/061403424515,,br/061502990124,br/061502990124
br/062103442473,,br/062102462142,br/062102462142
br/061103454924,,br/06703780444,br/06703780444
br/06303865910,,br/06101953176,br/06101953176
br/06503870828,,br/062503139004,br/062503139004
br/061203428524,,br/06303564747,br/06303564747
br/061203428515,,br/061503151357,br/061503151357
br/06703832236,,br/061303135244,br/061303135244
br/061203428513,,br/061403129533,br/061403129533
br/061403433883,,br/062503139438,br/062503139438
br/06603889359,,br/06303564109,br/06303564109
br/06703874311,,br/06101953936,br/06101953936
br/06603889180,,br/061203385942,br/061203385942
br/06703849015,,br/06902522074,br/06902522074
br/06503903905,,br/061403129111,br/061403129111
br/061403534557,,br/06303564743,br/06303564743
br/061403420662,,br/06303564443,br/06303564443
br/062603509251,,br/06103645685,br/06103645685
br/06703949999,,br/06101953176,br/06101953176
br/06303080165,,br/061502990449,br/061502990449
br/06303080165,,br/06802909941,br/06802909941
br/06303080165,,br/062102462321,br/062102462321
br/06401900345,,br/062503231033,br/062503231033
br/06401900512,,br/061403325937,br/061403325937
br/06401900512,,br/06101953708,br/06101953708
br/06401900512,,br/06103811293,br/06103811293
br/06401900512,,br/061203264655,br/061203264655
br/06401900512,,br/061502990145,br/061502990145
br/06401900512,,br/06802910329,br/06802910329
br/06401900512,,br/061202495130,br/061202495130
br/06401900512,,br/06202880522,br/06202880522
br/06401900513,,br/06902522048,br/06902522048
br/061202068259,,br/061203265179,br/061203265179
br/06401112102,,br/061502990515,br/061502990515
br/06202156451,,br/062202938222,br/062202938222
br/06202156451,,br/06902915564,br/06902915564
br/06202156451,,br/06202880383,br/06202880383
br/06202156451,,br/062202938343,br/062202938343
br/06202156451,,br/06202881014,br/06202881014
br/06202156451,,br/06902915682,br/06902915682
br/06202156451,,br/062503170752,br/062503170752
br/06202156447,,br/062503170268,br/062503170268
br/06202156447,,br/061502990118,br/061502990118
br/06202156447,,br/061702498547,br/061702498547
br/06202156447,,br/061503348248,br/061503348248
br/06202156443,,br/062503231029,br/062503231029
br/0660192908,,br/062403172302,br/062403172302
br/06101052872,,br/06903291178,br/06903291178
br/061602164400,,br/062503170452,br/062503170452
br/062601277440,,br/062202938351,br/062202938351
br/0690873012,,br/062202938518,br/062202938518
br/06502162128,,br/06101953630,br/06101953630
br/06502162128,,br/06803303302,br/06803303302
br/06101361751,,br/06202880862,br/06202880862
br/06502184257,,br/062503231124,br/062503231124
br/06503093849,,br/061702498391,br/061702498391
br/06503093849,,br/06803303328,br/06803303328
br/061102035257,,br/061303134938,br/061303134938
br/062102622482,,br/062102462143,br/062102462143
br/062601314660,,br/06101953999,br/06101953999
br/0640572969,,br/061502990453,br/061502990453
br/06501892303,,br/062102462141,br/062102462141
br/06702364701,,br/06201938843,br/06201938843
br/06802312268,,br/06402051856,br/06402051856
br/06802312268,,br/061403372166,br/061403372166
br/06140622812,,br/062503170940,br/062503170940
br/0635046917,,br/062503170265,br/062503170265
br/061302265787,,br/06201938579,br/06201938579
br/061302265787,,br/061502990030,br/061502990030
br/061302265787,,br/061303331587,br/061303331587
br/061401167937,,br/062403172341,br/062403172341
br/061302265884,,br/062202937943,br/062202937943
br/061302265884,,br/061502990485,br/061502990485
br/061302265474,,br/0630184090,br/0630184090
br/061302265818,,br/06603311952,br/06603311952
br/061302265818,,br/062403233440,br/062403233440
br/061302265579,,br/061502990445,br/061502990445
br/06801740500,,br/06202880747,br/06202880747
br/061202262619,,br/06803302700,br/06803302700
br/0639012157,,br/062202938290,br/062202938290
br/061202261845,,br/061403372166,br/061403372166
br/061202261845,,br/061503393137,br/061503393137
br/06802648137,,br/06103645685,br/06103645685
br/06802648112,,br/06202880916,br/06202880916
br/06802648112,,br/06103645869,br/06103645869
br/06802648112,,br/062102462181,br/062102462181
br/06802648112,,br/062202938363,br/062202938363
br/061701519187,,br/06102894933,br/06102894933
br/06802647975,,br/06103645869,br/06103645869
br/06802647975,,br/06803303360,br/06803303360
br/06803890699,,br/06903290472,br/06903290472
br/062603523805,,br/061502990322,br/061502990322
br/062603523805,,br/06202880203,br/06202880203
br/061103534265,,br/06803302896,br/06803302896
br/06603961528,,br/061702498360,br/061702498360
br/06903551172,,br/06703780444,br/06703780444
br/06903551172,,br/0630184412,br/0630184412
br/06403930249,,br/061502990486,br/061502990486
br/06803890702,,br/061702498628,br/061702498628
br/06903583030,,br/0630184121,br/0630184121
br/061203561591,,br/06303563963,br/06303563963
br/061103523806,,br/0620182182,br/0620182182
br/06803890697,,br/06902915564,br/06902915564
br/06803890697,,br/06902521775,br/06902521775
br/061503533849,,br/061203265191,br/061203265191
br/06803890691,,br/061403372337,br/061403372337
br/06803890689,,br/061502990030,br/061502990030
br/062603523806,,br/06202880203,br/06202880203
br/062103526470,,br/062502975805,br/062502975805
br/061203561451,,br/061403129037,br/061403129037
br/061203561453,,br/062202937637,br/062202937637
br/061203561453,,br/062202938039,br/062202938039
br/061203561453,,br/06603311950,br/06603311950
br/061203561453,,br/061303135254,br/061303135254
br/061203561453,,br/06101953510,br/06101953510
br/06803890684,,br/062503139206,br/062503139206
br/061403551966,,br/061403129037,br/061403129037
br/061403551966,,br/06202880958,br/06202880958
br/062303496008,,br/06202880643,br/06202880643
br/062303496008,,br/061403129515,br/061403129515
br/061103574387,,br/06603597295,br/06603597295
br/061103574387,,br/062503139372,br/062503139372
br/061103574387,,br/061502990209,br/061502990209
br/061703561944,,br/06202880585,br/06202880585
br/061703549575,,br/061503151357,br/061503151357
br/06303981577,br/06303981577,br/062502379356,
br/06303981577,br/06303981577,br/0620350480,
br/06303981577,br/06303981577,br/061502665213,
br/06303981577,br/06303981577,br/06303059571,
br/06303981577,br/06303981577,br/0670272110,
br/06303981577,br/06303981577,br/061401359722,
br/06303981577,br/06303981577,br/06601382755,
br/06303981577,br/06303981577,br/062401457967,
br/06303981577,br/06303981577,br/0670272108,
br/06403918447,,br/06902521699,br/06902521699
br/061703533125,,br/06101953605,br/06101953605
br/061103561834,,br/061502990048,br/061502990048
br/06403902343,,br/061303134831,br/061303134831
br/06403902335,,br/061303135268,br/061303135268
br/06103986522,,br/061402276871,br/061402276871
br/06703942296,,br/06103646340,br/06103646340
br/06403902347,,br/062202938518,br/062202938518
